subcategory_name,character_name,vote_count,mbti,eneagrama,grupo
Alps no Shoujo Heidi,Mr. Sesemann,4,ENFJ, 2w3,Diplomatico
Attacker You!,Nami Hayase,4,ISTJ, 1w9,Sentinela
Naze da Naitou,Itou,4,ISTP, 9w8,Explorador
Gantz,Nurarihyon Alien,4,INTJ, 8w9,Analista
Bakuten Shoot Beyblade,Dunga,4,ESFP, 8w7,Explorador
Vinland Saga,Thegn,4,ESFP, 4w3,Explorador
Gantz,Yoshino Uehara,4,ISFJ, XwX,Sentinela
KochiKame,Hayato Honda,4,ISFJ, XwX,Sentinela
KochiKame,Kei-ichi Nakagawa,4,ENFJ, 2w1,Diplomatico
Chew and Swallow ( Ssibeo Samkida ),Johan Kim,4,ENTJ, XwX,Analista
Gunsmith Cats,Edward Haints,4,ESTJ, 1w2,Sentinela
Just Because!,Takahashi Sanae,4,ESFP, 2w3,Explorador
All Out!!,Soga Yuichi,4,ENTP, 2w3,Analista
Shuumatsu no Valkyrie,Azazel,4,INFP, 6w7,Diplomatico
Ai Yori Aoshi,Tina Foster,4,ESFP, 7w6,Explorador
Futaribeya,Sakurako Kawawa,4,ESFJ, 2w3,Sentinela
Alps no Shoujo Heidi,Tinette,4,ISTJ, 6w5,Sentinela
Pretty Cure Series,Takumi Shinada,4,ISTP, XwX,Explorador
Junji Ito Collection,Nami (Blood Slurping Darkness),4,ISFJ, 6w7,Sentinela
「DEEMO　-Last Dream-」,Deemo,4,INFJ, 2w1,Diplomatico
Berserk,Troll,4,ESFP, 8w7,Explorador
Digimon Adventure,AtlurKabuterimon,4,INTP, 9w1,Analista
Digimon Adventure,Tanemon,4,INFP, 5w4,Diplomatico
Galilei Donna,Hazuki Ferrari,4,ENFJ, 1w2,Diplomatico
Boogiepop wa Warawanai (2019),Shinpei Kuroda,4,ISTP, 9w8,Explorador
Boogiepop wa Warawanai (2019),Suiko Minahoshi (Imaginator),4,INTJ, XwX,Analista
Boogiepop wa Warawanai (2019),Masaki Taniguchi,4,ENFJ, XwX,Diplomatico
Digimon Adventure,Ikkakumon,4,ESFP, XwX,Explorador
Digimon Adventure,Vademon,4,INTJ, 5w4,Analista
Toriko,Jirou,4,ESTP, 7w6,Explorador
Slam Dunk,Chuichiro Noma,4,ISTP, 6w7,Explorador
Slam Dunk,Nozomi Takamiya,4,ESFP, 6w7,Explorador
Boogiepop wa Warawanai (2019),Masami Saotome,4,ISTP, XwX,Explorador
Eden,Zero,4,INTJ, XwX,Analista
Digimon Adventure,Greymon,4,ENFP, XwX,Diplomatico
Digimon Adventure,Togemon,4,ENFJ, XwX,Diplomatico
Kemonozume,Kyuutarou Ooba,4,ENTP, 3w4,Analista
Digimon Adventure,Numemon,4,ESFP, XwX,Explorador
Boogiepop wa Warawanai (2019),Kei Niitoki,4,ISFJ, XwX,Sentinela
Persona: Trinity Soul,Keisuke Komatsubara,4,INTP, XwX,Analista
Pluto,Brau 1589,4,ENTP, 1w9,Analista
Pluto,Dr. Roosevelt,4,INTP, 5w6,Analista
Chi's Sweet Home,Julie,4,ESFP, 7w8,Explorador
Under the Rose,Anna Roland,4,ISFP, XwX,Explorador
Omae Umasou Da Na,Gonza,4,ESTP, 8w7,Explorador
Satoshi and Kakeru,Kakeru Arao,4,ENTJ, 3w2,Analista
Gundam Build Fighters,Mao Yasaka,4,ENTP, 6w7,Analista
Hoshi no Koe,Mikako Nagamine,4,INFJ, 4w5,Diplomatico
Hoshi no Koe,Noboru Terao,4,ISFP, 2w1,Explorador
Chi's Sweet Home,Ann,4,ISTJ, 6w5,Sentinela
Spy × Family,Benedict Ivan Goodfellow,4,ENFJ, XwX,Diplomatico
Spy × Family,SSS,4,ISTJ, 1w2,Sentinela
ClassicaLoid,Tekla Bądarzewska-Baranowska (ClassicaLoid),4,ISFJ, XwX,Sentinela
Hajimari no Niina,Niina Aoyagi,4,INFP, 2w3,Diplomatico
Hacka Doll The Animation,Hacka Doll #1,4,ESFP, 7w6,Explorador
ClassicaLoid,Sousuke Kagura,4,ESFP, XwX,Explorador
Kimi wa Houkago Insomnia,Shiromaru,4,ISTP, 5w4,Explorador
Lord El-Melloi II Nisei no Jikenbo,Faker (Hephaestion),4,ESTP, XwX,Explorador
Lord El-Melloi II Nisei no Jikenbo,Caules Forvedge,4,INTP, 5w6,Analista
Love Lab,Kiriyama Mika,4,ESFP, 7w6,Explorador
Lord El-Melloi II Nisei no Jikenbo,Svin Glascheit,4,INTP, XwX,Analista
G sqad,Gleb Flalarov,4,INTJ, 6w5,Analista
G sqad,Dmitri Sorokin,4,ISFP, 7w8,Explorador
Skip to Loafer,Tsukasa Mukai,4,ISTP, 9w8,Explorador
Skip to Loafer,Hiroto Kazakami,4,ESFJ, 3w2,Sentinela
School Rumble,Kentaro Nara,4,INFP, 6w5,Diplomatico
Medaka Box,Nekomi Nabeshima,4,ENTP, XwX,Analista
Schwarzesmarken,Theodor Eberbach,4,ISTP, 6w5,Explorador
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka (Danmachi),Takemikazuchi,4,INFP, 2w1,Diplomatico
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka (Danmachi),Ouranos,4,ISTJ, XwX,Sentinela
Saber Marionette J,Bloodberry,4,ISTP, 8w9,Explorador
Gundam Build Divers,Sarah,4,ISFJ, 9w1,Sentinela
"Kuzumi-kun, Kuuki Yometemasu ka?",Misaki Tōru,4,ISTP, 4w3,Explorador
Anima Yell!,Arima Hizume,4,ISTJ, XwX,Sentinela
My Little Inferno,Mayumi,4,ENTP, 9w8,Analista
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka (Danmachi),Ottar,4,ISTJ, XwX,Sentinela
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka (Danmachi),Daphne Lauros,4,ISTP, XwX,Explorador
Mahoromatic: Automatic Maiden,Minawa Andou,4,INFP, 9w1,Diplomatico
Mahoromatic: Automatic Maiden,Suguru Misato,4,ISFJ, 6w5,Sentinela
Hells,Rinne Amagane,4,ENFP, XwX,Diplomatico
Stitch,Piko / Penny,4,ESTJ, 3w4,Sentinela
Terra Formars,Alexander Gustav Newton,4,ENTJ, 1w9,Analista
Symphogear,Micha Jawkān,4,ENFP, 8w7,Diplomatico
Symphogear,Elfnein,4,INFJ, XwX,Diplomatico
Symphogear,Prelati,4,INTP, 5w4,Analista
Irodoru Sekai no Namari Hime,Sister Sect Rouge,4,INTJ, 3w4,Analista
Irodoru Sekai no Namari Hime,Justin J. Justify,4,ENFP, 7w8,Diplomatico
Irodoru Sekai no Namari Hime,Peaceful Gene,4,ISFP, 9w8,Explorador
Stitch,Sasha,4,ISFJ, 2w1,Sentinela
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... (Hamefura),Luigi Claes,4,ESFJ, 2w1,Sentinela
Visual Prison,Pannya,4,ISTP, 5w6,Explorador
Yuureitou,Doukurou Marube,4,ENTP, 2w3,Analista
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,Shunji Tamai,4,ISTP, 9w8,Explorador
Gundam Build Divers,May,4,INTJ, 5w6,Analista
Hokuto no Ken,Shachi,4,ISTP, 6w5,Explorador
Bocchi the Rock!,Gotou Futari,4,ENFP, 7w6,Diplomatico
Mahoromatic: Automatic Maiden,Tou Ryuga,4,INTJ, 5w6,Analista
Bananya,Baby Bananya,4,ENFP, 7w8,Diplomatico
Battery,Harada Seiha,4,INTJ, XwX,Analista
Mahoromatic: Automatic Maiden,Slash,4,ISTP, 8w9,Explorador
Sketchbook,Kuga Kokage,4,INTP, XwX,Analista
The Valve-Mihoyo Republic,Catboy Chase,4,ENFP, 7w8,Diplomatico
Bananya,Daddy Bananya,4,INTP, XwX,Analista
I'm in Love With the Villainess,Yuu Bauer,4,INFJ, 3w4,Diplomatico
Iwa Kakeru!: Sport Climbing Girls,Takahashi Mimu,4,ENTP, 7w8,Analista
Juuni Kokuki,Sanshi,4,ISFJ, 2w1,Sentinela
Iwa Kakeru!: Sport Climbing Girls,Benibana Hifumi,4,ISFP, 9w1,Explorador
Iwa Kakeru!: Sport Climbing Girls,Ooba Kurea,4,ESTJ, 3w4,Sentinela
The Valve-Mihoyo Republic,Hunor,4,INTP, 5w6,Analista
Iwa Kakeru!: Sport Climbing Girls,Fujita Masumi (Black Panther),4,ISTJ, 3w2,Sentinela
Kamisama Minarai: Himitsu no Cocotama,Chono Hikari,4,ESFP, 6w5,Explorador
Amanchu!,Akane Mizunashi,4,ENFP, 7w6,Diplomatico
Jagaaaaaan,"Kujou ""Yumama"" Yuma",4,ISFJ, 6w5,Sentinela
Jagaaaaaan,Nakadai,4,ENTP, 6w7,Analista
Jagaaaaaan,"Pino ""Tengu"" Brahman",4,INFP, 4w3,Diplomatico
Kenja no Deshi wo Nanoru Kenja,Tact,4,ISFP, 9w1,Explorador
Kenja no Deshi wo Nanoru Kenja,Zeph,4,ESTP, XwX,Explorador
Tonikaku Kawaii,Kyuuma Kagami,4,ENFP, 7w6,Diplomatico
eneeemy,Shiraki Mihiro,4,INFJ, 4w5,Diplomatico
Fire Punch,Ivan,4,ISTP, XwX,Explorador
eneeemy,Shioya Mei,4,INFP, 6w5,Diplomatico
Mashiro-iro Symphony: The Color of Lovers,Airi Sena,4,ESTJ, XwX,Sentinela
Madan no Ou to Vanadis,Elizaveta Formina,4,ESTJ, 8w7,Sentinela
Shuuen no Shiori,E-noru,4,ENTP, 4w3,Analista
Brigadoon: Marin to Melan,Midori Mano,4,ISTP, XwX,Explorador
Glow!,Tokunaga,4,ENTP, 7w8,Analista
Densetsu no Yuusha no Densetsu,Refal Edia,4,ENFJ, 7w6,Diplomatico
Densetsu no Yuusha no Densetsu,Sui Orla,4,ESFP, 7w6,Explorador
Densetsu no Yuusha no Densetsu,Kuu Orla,4,INTP, 8w7,Analista
Sayonara Watashi no Cramer,Aris Adatara,4,INTP, XwX,Analista
Densetsu no Yuusha no Densetsu,Noa Ehn,4,INFP, 1w2,Diplomatico
07-Ghost,Ooruri,4,ENFJ, 9w8,Diplomatico
07-Ghost,Gyokuran,4,ESTP, 3w4,Explorador
07-Ghost,Suzu,4,ENTP, 8w7,Analista
07-Ghost,Weldeschtein Krom Raggs,4,INFP, 9w1,Diplomatico
07-Ghost,Eve,4,ESFP, 7w8,Explorador
Giniro no Kami no Agito,Agito,4,INFJ, 2w1,Diplomatico
07-Ghost,Carl,4,INTP, 3w2,Analista
07-Ghost,Capella,4,ENFP, 6w7,Diplomatico
07-Ghost,Aldo,4,INTP, 7w8,Analista
Hyouryuu Kyoushitsu,Yanase,4,ISFJ, 9w1,Sentinela
Densetsu no Yuusha no Densetsu,Kiefer Knolles,4,ISTJ, 8w9,Sentinela
Warui ga Watashi wa Yuri ja Nai,Itsumi Toudou,4,ESFP, 3w2,Explorador
Deca-Dence,Fennel,4,ESTP, 7w6,Explorador
Brigadoon: Marin to Melan,Makoto Alo,4,INTP, XwX,Analista
The Alpha’s Bride,Riku,4,INFP, 4w5,Diplomatico
The Alpha’s Bride,Keiki,4,ENTJ, XwX,Analista
Yokoyama Mitsuteru Sangokushi,Liu Bei,4,INFJ, 9w1,Diplomatico
Usagi Drop,Yukari Nitani,4,ESFJ, XwX,Sentinela
Usagi Drop,Masako Yoshii,4,INFP, XwX,Diplomatico
Narikawari,Houjou Serena,4,INFJ, 9w1,Diplomatico
Gokurakugai Sanbandori no Ken,Isato,4,INFJ, 1w2,Diplomatico
Katsute Kami Datta Kemono-tachi e,Claude Withers,4,INTP, 2w3,Analista
Gokurakugai Sanbandori no Ken,Yomi,4,ENTP, XwX,Analista
Yumemiru Taiyou,Taiga Fujiwara,4,ENTP, 5w6,Analista
Campione,Godou Kusanagi,4,ISFP, XwX,Explorador
Gokurakugai Sanbandori no Ken,Yaya,4,ESFJ, 3w2,Sentinela
Medaka Box,Shiranui Hanten,4,ISTJ, 5w4,Sentinela
Liar Game,Akagi Kouta,4,ISFP, 6w7,Explorador
Macross Delta,Hayate Immelmann,4,ESTP, XwX,Explorador
Taiyou no Ie,Chihiro,4,ENFJ, XwX,Diplomatico
Medaka Box,Kei Munakata,4,INTJ, 8w9,Analista
Mirai no Mirai,Yukko,4,ESFP, XwX,Explorador
Charlotte,Takato,4,ISFJ, 9w1,Sentinela
Cardcaptor Sakura,Nakagawa Yoko,4,ENFP, 2w1,Diplomatico
H2O: Footprints in the Sand,Yui Tabata,4,ESTJ, 8w7,Sentinela
H2O: Footprints in the Sand,Rin Misakura,4,INFJ, 4w3,Diplomatico
Black Cat,Nizer Bruckheimer,4,ENFJ, 8w9,Diplomatico
Quanzhi Fashi,Mo Fan,4,ISTP, 4w5,Explorador
Yume no Shizuku Kin no Torikago,Ibrahim Pasha,4,INFJ, 1w9,Diplomatico
Kirarin Revolution,Kirisawa Aoi,4,ISFP, 4w3,Explorador
Yumemiru Taiyou,Zen,4,ENFP, 7w6,Diplomatico
A Story About A Totally Straightforward Girlfriend,Shimizu,4,INTJ, 4w5,Analista
Ace of Hearts,Fox Nozdrin,4,ENFP, XwX,Diplomatico
Ace of Hearts,Noha Bionaz,4,ISFP, XwX,Explorador
The Reflection,I-Guy,4,ENFJ, 3w4,Diplomatico
Hataraku Saibou Black,Hakkekkyuu 8787,4,ESFP, XwX,Explorador
The Reflection,Eleanor Evans,4,ESFP, 6w7,Explorador
The Reflection,Lisa Livingstone,4,INFP, 7w6,Diplomatico
The Reflection,Steel Ruler,4,INTJ, 8w7,Analista
Ace of Hearts,Fred,4,ESFP, XwX,Explorador
Otoko no Ko Tsuma,Kou,4,ISTP, XwX,Explorador
InuYasha,Gatenmaru,4,ENTJ, 3w4,Analista
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Prince Anastasius,4,ESTP, XwX,Explorador
Ace of Hearts,Mavros Mura,4,ENFJ, XwX,Diplomatico
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Angelica,4,ISFP, XwX,Explorador
"Tsukisusumu, Kinsou no Vermeil",Shinouji Ryuuga,4,INTJ, 5w6,Analista
"Tsukisusumu, Kinsou no Vermeil",Obsidian,4,ENTP, XwX,Analista
Kokou no Hito,Ayumu Takemura,4,ENFP, XwX,Diplomatico
"Tsukisusumu, Kinsou no Vermeil",Cheryl Iridescence,4,INFP, XwX,Diplomatico
"Saikyou no Shien-shoku ""Wajutsushi"" Dearu ore wa Sekai Saikyou Kuran o Shitagaeru",Kouga Tsukishima,4,INFP, 9w1,Diplomatico
Arakawa Under the Bridge,Terumasa Takai,4,ISFJ, 2w1,Sentinela
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Corinna,4,ESTJ, XwX,Sentinela
InuYasha,Bunza,4,ESFP, 3w4,Explorador
Ace of Hearts,Sobek,4,ISTP, 6w5,Explorador
Shuumatsu no Harem,Sui Yamada,4,ISFJ, XwX,Sentinela
Devil May Cry,Trish,4,ESTP, XwX,Explorador
InuYasha,Garamaru,4,INTP, 5w6,Analista
Hametsu no Madouou to Golem no Banhi,Dasai Nemaki,4,INFJ, 9w1,Diplomatico
Hataraku Saibou Black,Hakkekkyuu 1212,4,ESTP, XwX,Explorador
Garo: Vanishing Line,Stella,4,INFJ, 8w9,Diplomatico
InuYasha,Eri,4,ESTJ, 2w3,Sentinela
InuYasha,Ayumi,4,ENFP, XwX,Diplomatico
Kai Byoui Ramune,Kashiwagi Koto,4,INFJ, 5w4,Diplomatico
Tamayura,Fuu Sawatari,4,INFP, 9w1,Diplomatico
InuYasha,Hakkaku,4,ESFP, XwX,Explorador
InuYasha,Mistress Centipede,4,ESTP, XwX,Explorador
InuYasha,Saint Hakushin,4,INFP, 9w1,Diplomatico
To Aru Hikūshi e no Tsuioku,Juana del Moral,4,INFP, 9w1,Diplomatico
InuYasha,Mizuki,4,INFP, 3w2,Diplomatico
Papa no Iukoto wo Kikinasai!,Takanashi sora,4,ISFJ, XwX,Sentinela
Wedding Peach,Raindevila,4,ISFP, 4w3,Explorador
Wedding Peach,Scarlet O'Hara,4,ENTJ, 8w9,Analista
Boku no Hero Academia,Dio,4,ENTP, XwX,Analista
Dokyuu Hentai HxEros,Shiko Murasame,4,ENTJ, XwX,Analista
Gokusen,"Haruhiko ""Uchi"" Uchiyama",4,ESFP, 7w6,Explorador
Seton Academy: Join the Pack!,Fonfon,4,ISFJ, XwX,Sentinela
Gokusen,"Teruo ""Kuma"" Kumai",4,ISFJ, 6w7,Sentinela
Boku no Hero Academia,Dictator,4,INTJ, XwX,Analista
Diabolik Lovers,Socrates,4,ENTP, 7w6,Analista
Owari no Seraph,Raimeiki,4,ENTJ, 3w2,Analista
Pokémon,Jacq,4,INTP, XwX,Analista
Pokémon,Professor Cerise (Dr. Sakuragi),4,INFJ, XwX,Diplomatico
Yu-Gi-Oh! GX,Napoleon,4,ESFJ, XwX,Sentinela
Yu-Gi-Oh! GX,Camula,4,ISTP, XwX,Explorador
"Demon Lord, Retry",Tahara Isami,4,INTP, XwX,Analista
InuYasha,Urasue,4,ENTP, 7w8,Analista
Yu-Gi-Oh! GX,Yusuke Fujiwara,4,INFJ, 6w5,Diplomatico
Yu-Gi-Oh! GX,Kagemaru,4,INTJ, 8w9,Analista
Dragon Ball Z,Xeno Pan,4,ESFP, 8w7,Explorador
InuYasha,Takemaru,4,ESTJ, XwX,Sentinela
Boku no Hero Academia,Sensoji “Mister Blaster”,4,ESFP, XwX,Explorador
Seton Academy: Join the Pack!,Pan Saruhara,4,ENTP, XwX,Analista
Sirius the Jaeger,Agatha,4,ENTJ, 8w9,Analista
Strike Witches,Kunika Kuroda,4,ESFP, 9w8,Explorador
Ore dake Haireru Kakushi Dungeon,Tigerson,4,ESTP, 7w6,Explorador
Strike Witches,Elizabeth F. Beurling,4,ISTP, 9w1,Explorador
Strike Witches,Georgette Lemare,4,ISFJ, 2w3,Sentinela
InuYasha,Musou,4,ENTJ, 1w9,Analista
InuYasha,Shoga,4,ESFJ, 3w4,Sentinela
Yotsuba to!,Mr. Ayase,4,ENFJ, 9w1,Diplomatico
Seton Academy: Join the Pack!,Neku Nagashika,4,ESFP, XwX,Explorador
InuYasha,Souta Higurashi,4,ISFJ, 6w5,Sentinela
Seton Academy: Join the Pack!,Man Koorimoto,4,ESTP, XwX,Explorador
Seton Academy: Join the Pack!,Kuroe Mashima,4,ESTJ, XwX,Sentinela
Japanoschlampen,Midori,4,INTP, 5w4,Analista
Shadows House,Isabella/Mirabella,4,ENTP, XwX,Analista
Shadows House,Joseph,4,ESFJ, XwX,Sentinela
Sakigake Cromartie Koukou,Freddie,4,ISFP, XwX,Explorador
InuYasha,Tsuyu,4,INFJ, 2w1,Diplomatico
InuYasha,Tsukiyomi,4,INFJ, 1w2,Diplomatico
InuYasha,Toran,4,ISFJ, XwX,Sentinela
Shika no Ou,Hossal,4,INTP, 5w4,Analista
Koro Sensei Quest!,The God of Death (manga),4,ENFJ, 2w3,Diplomatico
Koro Sensei Quest!,Rinka Hayami (manga),4,ISTP, 5w6,Explorador
Mato Seihei no Slave,Aoba Wakura,4,ENFP, XwX,Diplomatico
Mato Seihei no Slave,Fubuki Azuma,4,ENTJ, XwX,Analista
Koro Sensei Quest!,Kotaro Takebayashi (manga),4,INTP, 5w6,Analista
Mato Seihei no Slave,Mira Kamiunten,4,ESTP, 7w8,Explorador
Koro Sensei Quest!,Rio Nakamura (manga),4,ESTP, 7w8,Explorador
Koro Sensei Quest!,Manami Okuda (manga),4,ISFJ, 6w5,Sentinela
Sayonara Zetsubou Sensei,Mr. Ikkyuu,4,ENTP, XwX,Analista
Zombie Loan,Yoshizumi,4,ENTP, 7w8,Analista
Zombie Loan,Bekkou,4,INTP, 2w1,Analista
Be Blues! Ao ni Nare,Sakuraba Takumi,4,ISTP, 3w4,Explorador
Be Blues! Ao ni Nare,Oume Yuuta,4,INFP, 9w1,Diplomatico
Noragami,Tsuguha,4,ESFJ, 2w1,Sentinela
Be Blues! Ao ni Nare,Ichijou Ryuu,4,ENFJ, 3w4,Diplomatico
Pretty Rhythm,Harune Itsuki,4,ISTP, XwX,Explorador
Koro Sensei Quest!,Ryoma Terasaka,4,ESTP, 8w7,Explorador
Koro Sensei Quest!,Hara Sumire,4,ESFJ, 2w3,Sentinela
Hitsugi no Chaika,Alberic Gillette,4,ENFJ, 1w2,Diplomatico
Hitsugi no Chaika,Ricardo Gavarni,4,ESTP, 6w7,Explorador
11eyes,Saiko Akamine,4,ESTP, 3w4,Explorador
Munou na Nana,Sota Saito,4,ISFP, 1w9,Explorador
Binan Koukou Chikyuu Boueibu Happy Kiss!,Nanao Wakura,4,ENFJ, 3w2,Diplomatico
Berserk,The Crow,4,ISFP, 6w5,Explorador
Koro Sensei Quest!,Hazama Kirara,4,INTP, 4w5,Analista
Koro Sensei Quest!,Yuzuki Fuwa,4,ENTP, 5w4,Analista
Pretty Rhythm,Shou,4,ENFJ, 6w7,Diplomatico
Re:Creators,Seiga Charon,4,INTP, 2w3,Analista
Koro Sensei Quest!,Toka Yada,4,ENFP, 6w7,Diplomatico
Koro Sensei Quest!,Neuro Nougami,4,ENTP, 7w8,Analista
Listeners,Nir,4,INFP, 4w5,Diplomatico
Koro Sensei Quest!,Tomohito Sugino,4,ESFP, 7w8,Explorador
Yokai Watch : Shadowside,Haruya Sakami (Shutendouji),4,ESTP, 8w7,Explorador
Listeners,µ (Myuu),4,ENFP, 7w6,Diplomatico
Nil Admirari no Tenbin,Shouko Shiginuma,4,ISFJ, 9w1,Sentinela
Nil Admirari no Tenbin,Shizuru Migiwa,4,ENTP, 7w8,Analista
Koro Sensei Quest!,Hinata Okano,4,ESTP, 6w7,Explorador
Pretty Rhythm,Miyama Reina,4,INFP, XwX,Diplomatico
Pretty Rhythm,Jounouchi Serena,4,ESFP, 3w4,Explorador
Koro Sensei Quest!,Hiroto Maehara,4,ESTP, 6w7,Explorador
Pretty Rhythm,Toudou Hibiki,4,ESFJ, 2w3,Sentinela
Koro Sensei Quest!,Chosuke Takada (manga),4,INTP, 6w5,Analista
Tokyo Mew Mew,Aizawa Seiji,4,INTJ, 1w9,Analista
Big Order,Kunou Mari,4,ISTJ, 6w5,Sentinela
Big Order,Iyo,4,INFJ, 9w1,Diplomatico
Machigatta Ko wo Mahou Shoujo ni Shiteshimatta,Nako Shuusai,4,ISFP, XwX,Explorador
Neon Genesis Evangelion (Manga),Naoko Akagi,4,ISTJ, 5w4,Sentinela
Blue Giant,Miyamoto Dai,4,ENFJ, 7w6,Diplomatico
Action Heroine Cheer Fruits,Genki Aoyama,4,INTP, 1w2,Analista
Kamonohashi Ron no Kindan Suiri,the older sister,4,ISFJ, 9w1,Sentinela
Kiniro no Corda,Shinobu Ousaki,4,ISFJ, 2w1,Sentinela
Chibi Maruko-chan,Taro Tomita,4,ISFP, XwX,Explorador
Crimson-Shell,Xeno,4,INTP, 6w5,Analista
Shijou Saikyou no Deshi Kenichi,Shō Kanō / Suparna,4,ENFP, 4w3,Diplomatico
Shijou Saikyou no Deshi Kenichi,Kisara Nanjou / Valkyrie,4,ESFP, 8w7,Explorador
Shijou Saikyou no Deshi Kenichi,Apachai Hopachai,4,ESFP, 7w6,Explorador
Yuru Camp (Yurukyan),Ayano Toki,4,ISFP, 9w8,Explorador
Yu-Gi-Oh! GX,Emi Ayukawa,4,ENFJ, XwX,Diplomatico
Sora no Otoshimono,Chaos,4,INTP, XwX,Analista
Youkai Apartment no Yuuga na Nichijou,Kuri,4,INFP, 7w6,Diplomatico
Kimi no Koe wo Todoketai,Yazawa Shion,4,INTP, 5w4,Analista
Pandora Hearts,Shelly Rainsworth,4,INFJ, 2w1,Diplomatico
Pandora Hearts,Fang Baskerville,4,ISTP, 6w5,Explorador
Kimi no Koe wo Todoketai,Yukiai Nagisa,4,ENFP, 2w3,Diplomatico
Ad Astra: Scipio to Hannibal,Archimedes of Syracuse,4,ENTP, 5w6,Analista
Nurarihyon no Mago,Gyuki,4,ISTJ, XwX,Sentinela
Ginga Densetsu Weed,Mel,4,INFP, 9w1,Diplomatico
Nurarihyon no Mago,Yukari,4,INTP, 2w3,Analista
Nurarihyon no Mago,Gozumaru,4,ESTJ, XwX,Sentinela
Gal to Kyouryuu,Yamada,4,ESFP, 7w8,Explorador
Danna ga Nani o Itteiru ka Wakaranai Ken,Hajime,4,INTP, 6w7,Analista
Gal to Kyouryuu,Nanami Taguchi,4,ISFJ, 6w5,Sentinela
Seiren,Tokioka Nao,4,INTJ, 4w5,Analista
Outlaw Star,"James ""Jim"" Hawking",4,ENTJ, XwX,Analista
Outlaw Star,Twilight Suzuka,4,ISTJ, XwX,Sentinela
Tenshi Nanka ja Nai,Shino Harada,4,ESFP, 2w3,Explorador
Ikki Tousen,Houkou Kakuka,4,ESTP, 5w6,Explorador
Ikki Tousen,Chuuei Toutaku,4,INTP, XwX,Analista
Ad Astra: Scipio to Hannibal,Gaius Laelius,4,ESFP, 7w6,Explorador
Ikki Tousen,Chuubo Sonken,4,INFP, 9w8,Diplomatico
Tekken Chinmi,Chinmi,4,ENFP, 9w1,Diplomatico
Ikki Tousen,Myosai Kakouen,4,ISTJ, XwX,Sentinela
Outlaw Star,Lord Hazanko,4,INTJ, XwX,Analista
Ikki Tousen,Koukin Shuyu,4,ISFP, XwX,Explorador
Ueki no Housoku,Inumaru,4,INFP, 4w5,Diplomatico
Asadora!,Keiichi Nakaido,4,INTP, 5w6,Analista
Asadora!,Haruo Kasuga,4,ISTP, 6w5,Explorador
Asadora!,Yoneko Nakajima,4,ENFP, 9w1,Diplomatico
Ushio to Tora,Kagari,4,ISTJ, XwX,Sentinela
Sousei no Onmyouji,Shizuru Ioroi,4,INTJ, 4w3,Analista
Ueki no Housoku,Souya Hideyoshi,4,ESFP, XwX,Explorador
Dance in the Vampire Bund,Nanami Shinonome,4,INFP, XwX,Diplomatico
Tenkaichi - Nihon Saikyou Mononofu Ketteisen,Miyamoto Musashi,4,ISTP, 8w9,Explorador
Tenkaichi - Nihon Saikyou Mononofu Ketteisen,Honda Tadakatsu,4,ESTJ, 8w7,Sentinela
50% Off,Gou Matsuoka (Abridged),4,ESFJ, 2w3,Sentinela
Galaxy Express 999,La Andromeda Promethium II,4,ENTJ, XwX,Analista
Hitorijime My Hero,Tsuyoshi Yamabe,4,ESFP, 7w6,Explorador
Ueki no Housoku,Tenko,4,ESTJ, XwX,Sentinela
Joshikausei,Mayumi Furui,4,ISFP, 2w1,Explorador
Death Note Abridged Parody,Tōta Matsuda,4,ENFP, 6w7,Diplomatico
Pandora Hearts,Mrs. Kate,4,ESTJ, 1w2,Sentinela
Pandora Hearts,Vanessa Nightray,4,ISTJ, 5w6,Sentinela
Terra Formars,Liu Yiwu,4,ENTP, 7w8,Analista
Terra Formars,Thien,4,ISTP, 7w8,Explorador
Sousei no Onmyouji,Subaru Mitejima,4,ENFJ, 8w7,Diplomatico
Ueki no Housoku,Celestial God,4,ESTP, 7w8,Explorador
Sousei no Onmyouji,Kankuro Mitosaka,4,INTP, 5w6,Analista
Ueki no Housoku,Li Ho,4,INTJ, 5w6,Analista
Sousei no Onmyouji,Kengo Ujii,4,ENTJ, 8w7,Analista
Bonjour Koiaji Pâtisserie,Kouzuki Ryou,4,ISTP, 6w5,Explorador
Nurarihyon no Mago,Kubinashi,4,ENTP, 7w6,Analista
Kimetsu no Yaiba,Ubume,4,INFJ, 2w3,Diplomatico
Shangri-La,Takehiko,4,ISTP, 8w9,Explorador
Shangri-La,Momoko,4,ESTP, XwX,Explorador
Kimetsu no Yaiba,Satoko,4,ESFJ, 2w3,Sentinela
Kimetsu no Yaiba,Tokie,4,INFP, 9w1,Diplomatico
Dragon Ball Z,Idasa,4,ESTJ, XwX,Sentinela
